customer_id,loan_id,recurrence_1,recurrence_2
6182zz545z4948g21550z95i,loan_3322170,1,False
622666518z538i8785180h92,loan_5623009,1,False
6192gi62zx9g219i5i091x97,loan_8022598,1,False
61z6yg208542hygh6g2565hz,loan_8687693,1,False
615i296i630963zi1xx77165,loan_8171151,1,False
619iii26668833i92220i220,loan_2061346,1,False
620439859g39y8256xhg98ig,loan_2569184,1,False
61z5928yy3y7yh5hxgy1315g,loan_6400432,1,False
61y4x54i74i38i1x5xyhy57g,loan_8855888,1,False
614z8xz68789729yi6505841,loan_1240518,1,False
623777yx2g650xyh74h338h5,loan_5351833,1,False
626346824z396z6i29ig416z,loan_5571987,1,False
61x87z7653h33x9i746yx2x0,loan_3373556,1,False
61z5431g5gh0x1h568ghh5gx,loan_2638215,1,False
619165g0xi8737549g16y1y2,loan_7164917,1,False
6247x3i28005915g87xxh703,loan_4879053,1,False
618g342718329g0g74i249y3,loan_7945106,1,False
61z581541hz3y463250007y5,loan_1088346,1,False
620y7079zh118gz40xi0xy19,loan_9616596,1,False
62280x2287yx08xii2g67g7g,loan_7785956,1,False
618xh76z71h25xg4zzh2g621,loan_4966034,1,False
616iiy8x29556x25yxhg03g1,loan_2113992,1,False
5x197x1zi9772y6y11zz9867,loan_4441209,1,False
62468870g4ygyhzz9z42y3zg,loan_0516564,1,False
61h3y9h2890678847z51yhy4,loan_7676345,1,False
625x4ii0x18773h94h5xy36i,loan_9204018,1,False
618g608hii5585g30y6zx72i,loan_8113681,1,False
61z3g665xy41g9546gh54628,loan_0498102,1,False
619xx96y0igg0797y19z24z6,loan_1740238,1,False
62414ii90657549823z4i617,loan_4876823,1,False
601g133y5xx8yy0g3yhixh32,loan_4889533,1,False
61y015y842y0329g467567xz,loan_9683515,1,False
595i85566167hyx3g38x4660,loan_3601263,1,False
6265z7i5178h3257hzx6y8hy,loan_7725071,1,False
61660461gyy3g49028y2zy0g,loan_0296038,1,False
61z554xg28i268z0izhg4008,loan_4134679,1,False
619854g0xy559gxyxzg9ix89,loan_3736867,1,False
61945419yg6ixg85337xx97z,loan_4819181,1,False
618y5y77h75i5g791g265h34,loan_4968717,1,False
6170xy19i220903307xg36x2,loan_6663744,1,False
61x60y9g26gx61616z27g33i,loan_4823248,1,False
61gghzi8gx0287xh9i578zh1,loan_0912334,1,False
61897750h7084361i291x69h,loan_2286310,1,False
61y3i3x93g0hx7hii21i6z11,loan_5380402,1,False
616g1hx25i3hy8z8757i4hg7,loan_6182819,1,False
623152x6135z2426h033x370,loan_0543157,1,False
61z1620x2x8661803878768x,loan_9818898,1,False
61y20z10i73i059x9y1yi766,loan_4239214,1,False
62454zii2gh1z9g5i40h60z0,loan_2922158,1,False
6231i83y5927i2z5ii2zzzz6,loan_7860924,1,False
625i64ih282g839xgi912985,loan_1623922,1,False
619i26979yy01y60xy9xx60x,loan_8261549,1,False
624508157574263z4zy3ii0i,loan_0537035,1,False
61z950y043y59y729060x58g,loan_2746283,1,False
613zggg76y75xi602y529i3g,loan_2983870,1,False
61914zi3z2zxhhhg6y16g35y,loan_4856918,1,False
6232zyh10hxx8xzi3zyzxgxg,loan_2093952,1,False
5hg9h23ix256z09135yi787y,loan_4640766,1,False
615i3hy4322h47iy483y565g,loan_1613346,1,False
602zg3hyi1y51h457i2hx0xi,loan_1736933,1,False
61g77474yx42i8h824010607,loan_4756863,1,False
61h4y4zxg6547z46zzh0x318,loan_2259913,1,False
61h7y783380h3z27zyhi3021,loan_4397756,1,False
61910y7z8iy3565hhh9358hh,loan_9261369,1,False
6265i0zg96231yx138034794,loan_6907211,1,False
618g55267y30y3i71yx4iih6,loan_7879401,1,False
624hh0i07zxz76h7203hg15g,loan_0781230,1,False
617hi509139624zhx4x4567z,loan_8109352,1,False
61iy989976359041876339gy,loan_1404745,1,False
618zy0g540ix950058772y96,loan_7419009,1,False
5yizx40g86i26y799z70i1gx,loan_4907968,1,False
618yyy8588830z73hy683y86,loan_2032251,1,False
61z021001088yg21z299443y,loan_2999939,1,False
623x394041509624x4y66939,loan_3907372,1,False
619665zg569i995i49gg5h90,loan_9412967,1,False
6261y50g6656x83i7g8z3126,loan_7888248,1,False
61zy00693601y85697giyh31,loan_6697956,1,False
61y632xx8661677i8x4ig927,loan_6032141,1,False
5h1yxz2h69x6723y815yi293,loan_8784311,1,False
617i1z9h45x6x940z2z7hhyh,loan_1968760,1,False
61h6ii508x60319185585i64,loan_7673100,1,False
624g4z2765iz83i47i6652y7,loan_7677104,1,False
61z5z32xxhzh22g9g6z5y864,loan_5773428,1,False
6142gzz3g04927hyghi93xzh,loan_0843107,1,False
61y24i364zi29g530i42y183,loan_0907763,1,False
61g3x84gg66y0i224080508h,loan_0205942,1,False
624z401384y8iggx1i387h6h,loan_6023064,1,False
618y325zz1i4g45i468g17hi,loan_4208480,1,False
61985y7ghy29882i3gzyi963,loan_3462762,1,False
6192z770y5y79hh161g512x1,loan_3464138,1,False
61z67i12x9zy4gz9g25i41h0,loan_5948662,1,False
5x3x051459g59x32x0351zi6,loan_7667234,1,False
6248z3y7x0xz827i35yx2099,loan_4718883,1,False
61i1y159g97i0y8z9z03hh91,loan_5633921,1,False
624g0h39x326h193yh6yyg9z,loan_0201818,1,False
625y3xx140y466xzhxh06izx,loan_2515179,1,False
615i4x14hzih1g2h17xx1zi9,loan_9902690,1,False
623636hh64x4094gi83i779h,loan_2285685,1,False
620h97z6146351h85464hzg4,loan_5945685,1,False
5ggz76h5g796x9697ihh6744,loan_8214608,1,False
618giy4g20xxhi88g7765zyx,loan_7600953,1,False
6269810950x04gixz7y276gi,loan_4114002,1,False
618y54h7715y5xh0898z486x,loan_9116208,1,False
62009gzi93i2x8h96787h00z,loan_9816647,1,False
61giz233gy06y4iyih762797,loan_9098490,1,False
623225g78g932328i16zxx92,loan_6483466,1,False
616x484z68xx1x1z9ix83hyz,loan_3162011,1,False
61z791xx0i4hyz90y8i3g630,loan_3158275,1,False
619zizz3zg21649341i7x60i,loan_1510450,1,False
61hi284i512y9225zxzxhhh3,loan_6758858,1,False
623z5iiz2g5iz364x5352289,loan_8987400,1,False
62130y08i87y63068945i6yi,loan_9455073,1,False
623154zh72yh81z7hi694hyg,loan_3165379,1,False
61771182465yxy1488z65848,loan_2591800,1,False
6174580y68937hhxg52ixx9g,loan_7325093,1,False
61x9zh7i2ih7hg10hgi223z3,loan_4099302,1,False
617760172y4y4036hy1iyig9,loan_9190258,1,False
6169x9509i175731i16y38i9,loan_3330279,1,False
619gy0xy52321585h41x0xi3,loan_5269019,1,False
61660gy1hhxh488g580682ih,loan_6980833,1,False
61674iy0xh548h86zg2x91h1,loan_5048776,1,False
618g4310x31gi3ygzz9269h1,loan_3981839,1,False
625g57g8694xx7g26g9622g2,loan_3591532,1,False
623gzh07h98gyg3gx8iix31g,loan_0791591,1,False
61h1yz487h1g0h3gxg27xx22,loan_2851156,1,False
61z4yh54zz2ih95yz052hg4z,loan_8491629,1,False
61z079xxh76839ih65i902zi,loan_5953652,1,False
6227xx5054i74x2642xh9100,loan_1372449,1,False
60zh14g01gh6293356z03718,loan_6485575,1,False
621x818605662gg31hx23z71,loan_4499227,1,False
61z15520283xh4y2g5i40378,loan_6385744,1,False
618789x9034x0h4yy5028iy1,loan_5444932,1,False
61588gii39zi757y71z8x9gh,loan_6932047,1,False
6268yh6200yzxxy04h42994y,loan_9810254,1,False
62593g81y635yyzh75x012i0,loan_2022708,1,False
61g674hhg3874i4yz6y16z2z,loan_5963323,1,False
61y94h4066g6hi0y3iz42452,loan_5357786,1,False
616hyx1h830zh2x0gy9136y0,loan_6683623,1,False
61xh59iiy122z39i3h53y5ix,loan_8831601,1,False
625852891g875z10z69hy485,loan_3346309,1,False
621yghz56045y90ii052i705,loan_7844974,1,False
6165z0i07ghh51y27467y7x3,loan_0700760,1,False
61992z7xyz79gi3x45h7xzi8,loan_3066768,1,False
620564ihhy0i1hi1h627064y,loan_8389965,1,False
6193i2iz8z757g096x9h28h0,loan_1255458,1,False
619i4149427i77izi015xi14,loan_0020281,1,False
6219307777z37ig95990i22y,loan_2230355,1,False
5z3hi480723ix39y15x68031,loan_2123311,1,False
61691730609i26h0z6hy91h3,loan_2560288,1,False
619z9z9z27641958989g6411,loan_0458568,1,False
6222z7y818830y89z05ixixy,loan_6087479,1,False
618zzx78g1x7i96hzxh8778z,loan_0121965,1,False
6226gx8z0z2i8h886g420826,loan_0724525,1,False
5i510133322yx7hih08hy728,loan_5732341,1,False
616xx1i371gh3x96872iggzg,loan_7293705,1,False
624i4i2i692h8812g59gh36x,loan_5563696,1,False
61h1439h3ig1548gz69z7h5y,loan_5278387,1,False
615x694hi330gz9y3g3h08y5,loan_0172885,1,False
61z3i5i98yxx40g24553833z,loan_8327409,1,False
62316850i8y796iyh1x6g2g8,loan_4219303,1,False
6198706h94i995z6665049x3,loan_8883871,1,False
6195x74302g2h238y84xy23z,loan_0435268,1,False
61hg3i35x784h9g6779xyz3x,loan_0541566,1,False
624923470z9g4i56g881780y,loan_6110198,1,False
61i436gh82ihx96yi444x386,loan_2519799,1,False
620iy06g494iix91221z5z10,loan_9087877,1,False
6216ih09xh60480x9h99500y,loan_6712660,1,False
5x773gxxxyy74x07h4i10x7i,loan_6172851,1,False
618xg26231x26h1g2g8x1z3g,loan_4382407,1,False
615g81x3y723x043h8yy7g56,loan_7846307,1,False
623z468090g77h32453025g7,loan_1831431,1,False
621yiyh0y5yghzi72y03218i,loan_4634366,1,False
60gy023639246x11548g26z1,loan_2628256,1,False
61gyy0h5ggzi029457xg0hii,loan_5434740,1,False
61zz66gx4yx1155y4hg1y08i,loan_2488868,1,False
6167860izhy2421xxzz64975,loan_0394446,1,False
61954xx7x32g26h82izh4zi7,loan_0275772,1,False
618h0900hhzx1i1yzx0z877z,loan_4232022,1,False
61426i8gh31hy886zy33g294,loan_2766780,1,False
61g396xgi3252iz8g3i96yih,loan_2799751,1,False
62180gy4000y1zz5y187834y,loan_2714097,1,False
622633x0695y0zh5iii0574h,loan_5046372,1,False
619313320321gi2416i7x42y,loan_0890497,1,False
61h290i40hxxh97z767h2y49,loan_4202364,1,False
61yg4y7ihg414x62gy62h123,loan_4382931,1,False
616g67x28h28yi49z7412hhx,loan_6924172,1,False
61z54z85169z1gz2y8012g0z,loan_2624244,1,False
6211z6217h7g57iyh3y6540i,loan_3906228,1,False
622039y688x48gi959h18i7h,loan_4092729,1,False
61918gx0230yhz7603izzx3g,loan_2301252,1,False
6191y7914h6hi6705816697h,loan_2343082,1,False
61h740086z085i1g3h112g0i,loan_1995169,1,False
618g8xy20h315943z057277h,loan_1031489,1,False
625h9i8z4ixg9xx62hzyg172,loan_9640406,1,False
60i305334h6h03841yz47hh4,loan_0908055,1,False
61gy28418x87z6i6z1991i58,loan_6088119,1,False
61z1y00i0yxz2718z7830598,loan_6640807,1,False
61i89hgh251i6661361x3878,loan_3649414,1,False
61gh316xh6h046h847h6i01g,loan_8322332,1,False
621x54680zzhh118x721y0ih,loan_0861965,1,False
6230gx698816yz11xg97x37h,loan_9691099,1,False
61z11y3x6x9x6i12g58iii82,loan_8248749,1,False
61g51y9iy7i65z83z79z6iiz,loan_8018058,1,False
61g262iy05h85h3i5yyx7h2z,loan_8130256,1,False
6191y9x679h7197426h57z35,loan_8416730,1,False
625378hz684g2y7zh1695686,loan_5237079,1,False
62506zhx888ggggi884x5702,loan_3792913,1,False
615h1x6g06700ix3827y9858,loan_1291685,1,False
624ii7z110zy6x34xiy12yg7,loan_0229646,1,False
621yix7605945gyyx6y4h1hx,loan_6522774,1,False
6251h12yy69y47hih0h83743,loan_7176286,1,False
621ix57x9i03y28y489i056i,loan_8248541,1,False
5zh7993y89472hiz91i18iy1,loan_3666699,1,False
6263393hh79047941h63z859,loan_3690431,1,False
617i64z14728z4y98z2x0780,loan_7789734,1,False
61x8zy48193g7y02h863zgx3,loan_9187379,1,False
61z6703649z2927zy545x60x,loan_3009867,1,False
61592i3zx7g999x5xix393z9,loan_9398171,1,False
61h39zgi2258h0542hzyix32,loan_4473653,1,False
621iyz4g136g6220hx6015z9,loan_0680695,1,False
62143gz0i89zyhy660hiyh97,loan_3839854,1,False
61yyx34y0670x541h61hii5i,loan_4656154,1,False
619669ih2z1x57777h45213g,loan_3692504,1,False
620g2x9ii1z643273xgigy96,loan_2743066,1,False
619674gi8h2191640h0678hi,loan_4140784,1,False
62530384y3z9g07zhx12764z,loan_0517454,1,False
625341z9i5y6g88g3z562898,loan_1374432,1,False
615x6x5z85x17i53152ghx60,loan_8095624,1,False
626032y18h5645y78850y3g3,loan_4235986,1,False
61918755xigz9zi5i80hh153,loan_1408217,1,False
6189x979y002y809i52hi1h3,loan_5351761,1,False
616y608141xh4zh30z48114h,loan_6744766,1,False
6188y3xi8i3i4zy95x06i20y,loan_4453860,1,False
619y3i65z0h7y88286432830,loan_6684057,1,False
61773402620z09321i9g76g4,loan_5288842,1,False
61x76z245g286h55z7y60z3z,loan_6321581,1,False
618y1h06y3y6y400hh36ih37,loan_1678814,1,False
5h7882hh97938090i556yh9x,loan_5231414,1,False
61zy2xgg7yizy6ig7x66813i,loan_2779769,1,False
618g2i1ixig8h85xy654i1y8,loan_9014911,1,False
61z12x3x48h704i01551g2x3,loan_2666458,1,False
6228hx7i0394364xii6g8533,loan_5388057,1,False
618g71872y107h10x2i9zz90,loan_2748290,1,False
6265hy75192163xz4011i820,loan_4220849,1,False
626zhz684h94640g42879562,loan_3803736,1,False
61999z43hii2zhh5gyz3y2hh,loan_3742762,1,False
5x5941884ihh894hz9974gyi,loan_7239490,1,False
61513z855442yh0g6h50874y,loan_1648898,1,False
625z147z3z18559z7ix769h7,loan_7435066,1,False
619339x275h27yh7hghxz002,loan_8542482,1,False
621y54gi7z53000h100yi4ih,loan_3345534,1,False
61872h9yhzy7i0165xy38iyx,loan_4985330,1,False
612x85390x5727h371yi8052,loan_2316639,1,False
61911h53i771g0921161z067,loan_2764999,1,False
618y9g3i7y07i1565676g2yi,loan_4454856,1,False
61x58h8hg6037yx9555155z4,loan_3474617,1,False
626g4z7y264ggxx614iy27yg,loan_0154923,1,False
5h3gzz6xg74600521882442z,loan_7730713,1,False
61943yy380135y60764hzgg9,loan_3706960,1,False
61981zi16x013z196g6981iz,loan_1985839,1,False
6170z45yhzg11z03y968945i,loan_4170489,1,False
618i0x791i53iiigzi8x43x1,loan_4758932,1,False
618g186y38h63g7g019714i1,loan_5463725,1,False
62440i185x6167g827h0h5xy,loan_4965920,1,False
6192hh51h9662iy7zz788712,loan_4990339,1,False
6193xgg5868y2914xxz26208,loan_4786162,1,False
62019g1zyi6z55x76441xg4g,loan_1111843,1,False
62647195y70g64y49i98x67i,loan_3351468,1,False
618y445hhi34y4484g753971,loan_6052478,1,False
61x60477gh05yz7113h4g6g9,loan_5302460,1,False
61gh385006859i0i3915yy06,loan_9001234,1,False
6205691gh0h0xg645293y139,loan_9479216,1,False
626y130x94060633i9h240hz,loan_2188219,1,False
61z2x8x472ihg6xg9431gh4i,loan_5357414,1,False
61i16hg72xx116493z4y84zi,loan_8267382,1,False
6194126x0688y32xyhi96g1x,loan_3202428,1,False
624z0ygi7g71g594043ix185,loan_8548977,1,False
61722g273y0595y28hi1zhx8,loan_4776056,1,False
617992yzy87hy2x5z46gi618,loan_0125761,1,False
617362681x4x45z9i1197666,loan_1522234,1,False
618zi72z42171641152zhg82,loan_3413827,1,False
616gzg076i8hg6zx3gyi7ig5,loan_0904181,1,False
61i84hy3gihi0zg05475i8ii,loan_8863898,1,False
62493772gg4z10i4zh0xh798,loan_8027914,1,False
621gz5h0y1xy46ggh63zyx46,loan_0690523,1,False
5g1x9g565yz23y5ix85293g2,loan_7787860,1,False
618xxzg056i63z2zzy584453,loan_4888528,1,False
61i420gy32z7zh9igg80i5i1,loan_2530787,1,False
61y2962ih914h5i93555i9iy,loan_6704468,1,False
61i83944gx582h9y76309700,loan_3028349,1,False
61yg7z46xxx6yx63y046x8hg,loan_7984779,1,False
620zy51z1h9iy304y411y45y,loan_5919171,1,False
618i8h983z28yx6i886y0z07,loan_8224869,1,False
59z889hgi606zh594486hhzg,loan_4980858,1,False
61y551x87g85h574h3h209h3,loan_3671149,1,False
6242690021xyi97y3hi6y154,loan_5030779,1,False
624i2321ggi3xgy69hg440g0,loan_5918499,1,False
619x95530x9y1xg05g45h898,loan_9481881,1,False
619029016589i42xg8g47238,loan_9417864,1,False
618h87ig18g3745i2907545x,loan_4694265,1,False
617058h12392yz6705gh26x2,loan_0821526,1,False
5x0ix3670gg8544hx729xxz5,loan_2172555,1,False
626gi49y575g8hxz3iy43724,loan_6620489,1,False
5g7g6g032x7zg16g2zhzy6yg,loan_5629642,1,False
617xhygz04g1203z1947358y,loan_2129523,1,False
619h75i9y0yg268z96665g1i,loan_5832938,1,False
618xx677yy496x3479688007,loan_3960360,1,False
619gh6gx4i9z3zx8i086276i,loan_7416774,1,False
618z119469zg232884yg4i70,loan_6588386,1,False
621x745zg0h0z0g6g57z4zg8,loan_4576807,1,False
61i8x2x45hzzx4y2586gxx52,loan_8861395,1,False
61y362xyhg969hz65498x8h0,loan_5813945,1,False
617g2h9xy45z8183ii4y3244,loan_6541040,1,False
617447h3341464h198x34ix3,loan_9948198,1,False
618hx5g6zy4y49x297561746,loan_5502229,1,False
61z9z02h403hig40h902i8y2,loan_2789963,1,False
6089yh471h7z5x462xi4z28z,loan_8844105,1,False
61iy8ghxyxzghz4386534zz5,loan_7932044,1,False
625h8235xhg60364z5009ygz,loan_1393784,1,False
6191529ig12gz64ziix406x8,loan_7558221,1,False
6261z8gx76i7hi65yh52y3i5,loan_7361333,1,False
6168467058x312y70y3y54i8,loan_5624197,1,False
624g797x8g4642y74x911226,loan_4458570,1,False
61z4072x8z73x5x4zx0yy43h,loan_5626132,1,False
5g23i1x5693x5x8gyxx8g916,loan_9278263,1,False
61z0i7108h2h4471h519gg92,loan_1274070,1,False
623z7z4h08xg34z0819z024x,loan_8402400,1,False
6244i0764300g1zy32h5hx28,loan_2697372,1,False
61z6i6126432538h8h496411,loan_6968551,1,False
61y4g06i3z69g2gy053382xx,loan_9258042,1,False
617040554g12zx97ix91gz96,loan_7148639,1,False
61z5zy58x3y0788788936i01,loan_8833828,1,False
619247h513z95y9gz20z2yyi,loan_0506763,1,False
619gi92z6370g94xh14x90h9,loan_6148382,1,False
620i04z95i374y1i56115gyx,loan_3194999,1,False
61g6z08xh5xxz3568gh2zi94,loan_0838558,1,False
60821h8g42gxh456g193yz66,loan_4697446,1,False
593i5i16i21179gy17h0484h,loan_8033678,1,False
619450h7791yy08g07049341,loan_6121089,1,False
6185hhi0z1xgxz170yi7z583,loan_2580304,1,False
5h55y803z1674451x1y0y139,loan_4787825,1,False
61g65gg6y39hz21555zx6x10,loan_2807400,1,False
61909xz7521125i87y1663i6,loan_8331698,1,False
61g558y5036h8669g030g782,loan_4552269,1,False
6241117ih51y7zy10y38h82x,loan_5527585,1,False
62024hx5i38y1229359g0xz3,loan_1644444,1,False
61z66zi6115xyh64h5yi2408,loan_2164991,1,False
62313zi736hh74z7g4x532g6,loan_7455561,1,False
6223x7h630i1y6905x17i18x,loan_0684186,1,False
622yx4ih39181g397236h2h4,loan_8840471,1,False
61i8z5089g89546ix627xz11,loan_7145624,1,False
622188401xii7z5zhzg828yh,loan_2476676,1,False
61z3xyix2i4g7810h6915z97,loan_9550904,1,False
61z14y2gi90h2879x39gh893,loan_6538187,1,False
616z415x577111x55920h1h6,loan_8655355,1,False
622zy25x253hi3zz496h0396,loan_0483225,1,False
6266x19zi9g158zz8ix65186,loan_8968283,1,False
5h417zz439z55y324i2gy4g2,loan_9995444,1,False
626y5h0119736z0ihx73z140,loan_7680864,1,False
62537x77272zi24h35889903,loan_5272939,1,False
61857gg5y68zz00i937x321g,loan_0307128,1,False
62076g102g5y3191482hx254,loan_2265795,1,False
61x4829xhz0g9g8h0h87h5y7,loan_3119402,1,False
61g77998193191380040z0xx,loan_8027547,1,False
624x1437gxxzi1i91z0yg1g7,loan_9130721,1,False
6195y826587gzy4y3i8x694y,loan_8394924,1,False
622576hhy1g12h9645170667,loan_6243228,1,False
622i80343hz81yh06762yi56,loan_5304866,1,False
61941470653xg77y4i513zy3,loan_6482931,1,False
619007h8zhy0z7530i20524y,loan_9206922,1,False
60hxg269z16g749yizy4422y,loan_7742586,1,False
622gxi5g922g435y1yz6z645,loan_7128630,1,False
626yzy82ihiyiz41h059257x,loan_3222445,1,False
621h2245817h8i77973472g6,loan_7698527,1,False
6168x9462x07h54i980i925i,loan_2337088,1,False
61iy89292x46g5845i8g7287,loan_4086346,1,False
61x7634z747x76yh29h2z07i,loan_9117395,1,False
6207hzz086g4i2zxzi22z42x,loan_3137517,1,False
61g81g706ii6y9yi6hh0yxz3,loan_2301844,1,False
61z50xx020h3429y16254g48,loan_1615836,1,False
61647592xx5332406zi07x59,loan_1427650,1,False
615i9g09z2x538xg3y1gg8g0,loan_1680201,1,False
5h71h075358gy36yx53i8xiy,loan_2973674,1,False
5h5z3g6y145942hxx5i20640,loan_0788294,1,False
61151i3941013h3377i6g3z8,loan_6303202,1,False
61z2637h729y9745i5y62z29,loan_6524464,1,False
6176x19y4i2gz0xh8i420048,loan_4620327,1,False
5983460hxz4y253i350z316i,loan_1107395,1,False
61g9086210i2gxx123365x92,loan_4112116,1,False
5z8426192yzz93x1g61g099x,loan_7327487,1,False
6238xy4207i93i2025yz362z,loan_1231595,1,False
618h8zhg0052g66iiyiyx7xx,loan_3449340,1,False
616y56i209778i4501hzziz1,loan_7304241,1,False
620z98g0h64g00ix307838y8,loan_4519784,1,False
61945x4693gh89211z467y17,loan_6258135,1,False
6173090007g9446z782hi0zi,loan_8490665,1,False
6233izhy4h60g8352h7hx68y,loan_6448759,1,False
61994zigz98x6y893583hixy,loan_5012652,1,False
61927018h8h0h993zgi33136,loan_8302283,1,False
62532305ighx7i4921976gi4,loan_7513542,1,False
622539z5ihg739x8889z9441,loan_5765345,1,False
61g450299gzgyh44zx503z66,loan_7112158,1,False
621hz9gz14616g76xxy2h14x,loan_1599889,1,False
618h31gxx152y95x76909213,loan_3103632,1,False
6050g00h3338y16363g1ygy2,loan_0330517,1,False
6080826g9h6i3z6717i59426,loan_5950058,1,False
6192y777hx602g294533x232,loan_9874200,1,False
61hzizg3x515x7y026i9i996,loan_4657731,1,False
6259xh4705yxx7hi8664359z,loan_7156674,1,False
6193hix60i6h15i0678g690i,loan_3032845,1,False
61ii137x9g87h0h35221585g,loan_0606873,1,False
626336692h037x63gzy4y76z,loan_6160163,1,False
615x31788g66iyiy771h8h67,loan_6981850,1,False
616774h1i322hy71gyix0267,loan_2944975,1,False
61zyizx1ghygx7iy7hi8756h,loan_6904913,1,False
5g915258zyx6h6ig63h5i9iy,loan_4611459,1,False
6199zi66yz7y06yh9668g6x4,loan_9429850,1,False
5ii38hz60xggig0hx0982530,loan_2384374,1,False
61z03402748xz6i324i6xzxh,loan_9432952,1,False
618i44zi2iz4yix6816ig8xy,loan_1977037,1,False
6041187zg64h720zx1i16635,loan_6474570,1,False
61z1121x51zy783g6492366z,loan_9112054,1,False
6191yg197h3g33782z49xgh5,loan_4717636,1,False
5yigy818h83hyxhg2901gy2h,loan_7712395,1,False
618987834z25i944542i6x59,loan_8979700,1,False
623hxxg52y6954950y8h1280,loan_0915856,1,False
61i975g46418635zx0g90366,loan_3035455,1,False
61813i7110869y0zhzzgxgxx,loan_8429473,1,False
61z50gz478g7hgg873g69x7z,loan_1257454,1,False
61z6443y09y9gi18ixzh18ix,loan_1226484,1,False
616ygh518848xiz45ii422x6,loan_4354743,1,False
619h81h1z7zix38h5x137zxy,loan_5369417,1,False
620g9i6810xi62i450y0141i,loan_6491394,1,False
62100gy5z5y6i3ig69857yy9,loan_9987960,1,False
5ygx4iy6193ix69xy44h4079,loan_9004935,1,False
620722139y3432g0803h2y09,loan_1079570,1,False
62071490586g519h34x6i761,loan_1871636,1,False
625129izh5360ixh4277izh2,loan_6132886,1,False
61x3759gz9689538602069i6,loan_0467648,1,False
6165gyyx8i657639407ig370,loan_5423270,1,False
6184899y598g9155iz7gi2h6,loan_0283002,1,False
616878hg4711z32x4g79541h,loan_3244358,1,False
62452h1h8hh4hgg418z19i7i,loan_9192934,1,False
61z6g83g066939172h15g4gi,loan_5311608,1,False
61yz736y302034xgyh4x5ygz,loan_7323604,1,False
5h6zzii0h6y8i7y55g74yy32,loan_1451237,1,False
625258x7hxz948z109xzy29h,loan_9865830,1,False
61h22y097524iy4zi21xix10,loan_3105697,1,False
615g650gxh4xy81i5h38zxz0,loan_9027276,1,False
6256x874734x56804y43yzh6,loan_7320210,1,False
61z25izy59z13x31iig550g8,loan_2271543,1,False
620590g5x081z7h40x0h9161,loan_9063846,1,False
61y3gi00178g5h9i650245x9,loan_7104100,1,False
61yh2z8674y76y5107y795xh,loan_8660030,1,False
61i0yy13izx0xx10hh754843,loan_7268122,1,False
618g7859i7gx91z592ihh23h,loan_3059800,1,False
618y68x76y1g817yx2xy0x88,loan_7988069,1,False
6191i03674hii493xg0h6gh0,loan_5822342,1,False
61852g10h069yy7z86984y71,loan_6955667,1,False
621xz08i19i4i6z340h522x9,loan_9258970,1,False
618i4i82y0zz394ii4205902,loan_5546583,1,False
61z28h14x18g41600i10x0h4,loan_5945071,1,False
620xi7i4939843g8yy38230x,loan_1606147,1,False
61y792xgg1zg55z785yi8794,loan_1108948,1,False
62105860687ixh9768h448z6,loan_4754367,1,False
617hh0yz863xi154h42xzi53,loan_9726786,1,False
619zygg154598gh380izgxzi,loan_0934364,1,False
61z422yhg290ii7zzig47gg6,loan_7921269,1,False
618hhgz4h5zx17hhxhy6y52g,loan_6364836,1,False
6233y9683g5xy96g31zg795h,loan_2450030,1,False
5h2hi00g14i1h518hhg31h0g,loan_3385444,1,False
62093zx7g20zh14x4igy99h9,loan_8748398,1,False
61901i788x1x2446hh903z3y,loan_0037113,1,False
61i857hi4z25x3ixhi7yy3zi,loan_6832168,1,False
62472z3619h6822240y853z6,loan_1530682,1,False
61i35338953856z146yx9x42,loan_4077633,1,False
62570i5570z94h71491h16yz,loan_2001646,1,False
617y40z73384y9177y5618y9,loan_5460252,1,False
61zi827yz04g5zy1g0yz8043,loan_4780722,1,False
623x69236g9hxxx2h0z22y0z,loan_4005743,1,False
61x70yx5yygx5ig15iyi836i,loan_8560343,1,False
618y1zig9g1x61832gi352ig,loan_8429241,1,False
61z092zh685zx43858h5x690,loan_2339704,1,False
619zxh5y3z8685y02i64g347,loan_2657604,1,False
61xyzgzz7x4257189ix2144z,loan_6900854,1,False
609g25gx096390901z123959,loan_9189580,1,False
62431y37yy440ig2xz496x80,loan_3946892,1,False
61i84hgzyzxy2462yg4gh6xh,loan_4716354,1,False
619986613y4hx77gz4yzhz8z,loan_8116772,1,False
618zh7818730gi4h4659g3g5,loan_3809833,1,False
618g4z63ig48i4ig30zz8ig2,loan_8828912,1,False
6104z08516298y7i66351y3g,loan_0851112,1,False
61xy10i0yz6827h014g1z401,loan_3058171,1,False
619xhhg20xgxh253yz486g9z,loan_4855037,1,False
6159269y8hgg9i121y725392,loan_1886771,1,False
620hhy8536zh79i8805882z4,loan_3843232,1,False
623z2h78ix6h0y6yh3i6yg0y,loan_5770769,1,False
621zh7891gz76igyz2h8zy22,loan_7227456,1,False
61409yy65g9x6430y403x048,loan_0373081,1,False
60xyz1y1874i1086h955y596,loan_6222004,1,False
59604244gh2i79y95148ig2h,loan_6760616,1,False
620g198803xy392h0y7ix884,loan_3098224,1,False
626y45g2y2iz1ghi4y1358hz,loan_4691896,1,False
6260z18y50327h131y38z9iz,loan_9459247,1,False
61914x3z4z0h3y3hy8582y17,loan_4153354,1,False
