customer_id,loan_id,loanamount,term,disbursed_date,paid_date,paid_any_loan_last,first_loan_3_or_more_terms,recurrence_1,recurrence_2,max_repaid_date,sum_capital_paid,max_installment_duedate
6190z520h39h08x93x20zi6h,loan_6140089,782.4505,1,2021-11-14,2021-11-20,0,0,1,False,2021-11-20,782.4505,2021-11-30
618g0hih757xzg1xy1i1z225,loan_1738236,971.8709,4,2021-11-09,2021-11-20,0,0,1,False,2021-11-20,971.8709,2022-01-17
61986g3191i7yggxg1x784h6,loan_1465418,636.56,8,2021-11-19,,0,0,1,False,2021-11-20,79.57,2022-03-15
6167zz8x23867x648hh47zi1,loan_0488832,4113.4405,1,2021-11-14,2021-11-21,0,0,1,False,2021-11-21,4113.4405,2021-11-30
61894h66x5370x6z6g995z95,loan_4274629,4215.458,4,2021-11-08,2021-11-23,0,0,1,False,2021-11-22,4215.458,2022-01-17
615y0y386i12ziz1g072849z,loan_5473779,999.37,6,2021-10-23,,0,0,1,False,2021-11-22,501.51,2022-01-17
615958yz22x91xz62002xi7h,loan_6626227,740.9354,4,2021-10-03,2021-11-22,0,0,1,False,2021-11-22,740.9354,2021-11-30
616iiy8x29556x25yxhg03g1,loan_2113992,511,4,2021-10-22,2021-11-24,0,0,1,False,2021-11-22,511,2021-12-15
618g8zy44zh25zigz847hhzi,loan_4804940,5692.54,1,2021-11-10,2021-11-23,0,0,1,False,2021-11-23,5692.54,2021-11-30
6160957404z2374691y9z4h8,loan_1114710,5692.54,8,2021-11-13,2021-11-23,0,0,1,False,2021-11-23,5692.54,2022-03-15
61917gxi1734527g070g48g0,loan_3275193,3083.7755,1,2021-11-14,2021-11-23,0,0,1,False,2021-11-23,3083.7755,2021-11-30
619gx81995hiyhh38096h1g8,loan_5218146,2414.256,2,2021-11-22,2021-11-28,0,0,1,False,2021-11-23,2414.256,2021-12-15
619h20y7x78zi9h754382zy7,loan_0424244,1112.7025,1,2021-11-23,2021-11-23,1,0,1,True,2021-11-23,1112.7025,2021-12-15
619895zxh1h115ig7x56i1y6,loan_9400940,539.5795,4,2021-11-20,2021-11-30,0,0,1,False,2021-11-23,539.5795,2022-01-17
615i355349xhy50h5h8xyggz,loan_8069470,475.084,4,2021-10-07,2021-11-24,0,0,1,False,2021-11-24,475.084,2021-11-30
618yy1xxg6yg4253z2746656,loan_8370629,482.5665,1,2021-11-11,2021-11-24,0,0,1,False,2021-11-24,482.5665,2021-11-30
619165g0xi8737549g16y1y2,loan_7164917,1000.7205,1,2021-11-14,2021-11-24,0,0,1,False,2021-11-24,1000.7205,2021-11-30
61904ggg1581yg3ig93zz924,loan_3684185,3619.486,6,2021-11-13,2021-11-24,0,0,1,False,2021-11-24,3619.486,2022-02-15
618y9z183hi9454ggy6z3ig8,loan_6415344,5469.89,4,2021-11-19,2021-11-25,0,0,1,False,2021-11-25,5469.89,2022-01-17
618iyiy625x2x19076z60x55,loan_8580283,1577.384,4,2021-11-13,2021-11-28,0,0,1,False,2021-11-25,1577.384,2022-01-17
619zizz3zg21649341i7x60i,loan_1510450,2647.2355,6,2021-11-21,2021-11-25,0,0,1,False,2021-11-25,2647.2355,2022-02-15
61943739i7698508097h6z5g,loan_6101278,1483.5717,1,2021-11-16,2021-11-25,0,0,1,False,2021-11-25,1483.5717,2021-11-30
619696h4y8g351x44710y3hg,loan_7416943,855.56,1,2021-11-18,2021-11-25,0,0,1,False,2021-11-25,855.56,2021-11-30
619h5g587850h8y1259y14i6,loan_0256088,370.4385,1,2021-11-23,2021-11-25,0,0,1,False,2021-11-25,370.4385,2021-12-15
616y608141xh4zh30z48114h,loan_6744766,719.05,4,2021-10-17,2021-11-26,0,0,1,False,2021-11-25,719.05,2021-12-15
619ix9y81y1i7901g69y7x79,loan_4148989,924.0851,2,2021-11-25,2021-11-29,0,0,1,False,2021-11-25,924.0851,2021-12-31
615g918206zy11h1i02g83z3,loan_5428015,724.525,4,2021-10-04,2021-11-25,0,0,1,False,2021-11-25,724.525,2021-11-30
618x99gizix5ig90848y7x59,loan_7901911,819.1768,1,2021-11-12,2021-11-25,0,0,1,False,2021-11-25,819.1768,2021-11-30
5y420188y4993xygxy46i9i6,loan_7723137,1146.0708,8,2021-11-06,,0,0,1,False,2021-11-26,292,2022-02-28
618y5i0i07y78hy44zx0g15z,loan_9294148,758.7255,1,2021-11-10,2021-11-26,0,0,1,False,2021-11-26,758.7255,2021-11-30
615x31788g66iyiy771h8h67,loan_6981850,436.54,4,2021-10-06,2021-11-26,0,0,1,False,2021-11-26,436.54,2021-11-30
6168h009983x214h174h9g34,loan_8093590,6123.24,4,2021-11-08,2021-11-26,0,0,1,False,2021-11-26,6123.24,2022-01-17
609x6709x5i464h442i76g9y,loan_6811729,1159.97,8,2021-10-20,2021-11-27,0,0,1,False,2021-11-26,1159.97,2022-02-15
6189828iyz6y1z52g5hg39i5,loan_5742189,3695.8805,12,2021-11-09,,0,0,1,False,2021-11-26,262.9606,2022-05-16
6191y9x679h7197426h57z35,loan_8416730,949,6,2021-11-14,2021-11-26,0,0,1,False,2021-11-26,949,2022-02-15
618ii6030z7z188995y231xz,loan_1026601,1220.8885,1,2021-11-13,2021-11-26,0,0,1,False,2021-11-26,1220.8885,2021-11-30
5z9452h5hy84y9597g92z95x,loan_1145159,911.77,8,2021-10-15,,0,0,1,False,2021-11-27,343.83,2022-02-15
61981z5h8z698916x69ig696,loan_5583329,3339.531,8,2021-11-19,,0,0,1,False,2021-11-27,835.12,2022-03-15
61z2877y697h90g22127x143,loan_7858460,2279.1184,1,2021-11-27,2021-11-27,1,0,1,True,2021-11-27,2279.1184,2021-12-15
6198194ihi3i7x91xg16i486,loan_3200204,4269.0765,6,2021-11-19,2021-11-27,0,0,1,False,2021-11-27,4269.0765,2022-02-15
616g2y8i40zg7606y2x27z4i,loan_6747211,1463.1244,1,2021-11-26,2021-11-27,0,0,1,False,2021-11-27,1463.1244,2021-12-15
616883063hi2i5h75yg9i86x,loan_6661506,762.85,4,2021-11-26,2021-11-28,0,0,1,False,2021-11-27,762.85,2022-01-31
618y77579yz645134h8830z2,loan_8620795,1331.5419,2,2021-11-16,2021-12-12,0,0,1,False,2021-11-28,1331.52,2021-12-15
618h87ig18g3745i2907545x,loan_4694265,984.77,6,2021-11-11,2021-11-28,0,0,1,False,2021-11-28,984.77,2022-02-15
5yh1g84x039i4iy057yih012,loan_6897826,1306.0649,1,2021-11-10,2021-11-28,0,0,1,False,2021-11-28,1306.0649,2021-11-30
5y7xh3z20172yi329x7573h5,loan_3648658,2773.27,8,2021-11-22,,0,0,1,False,2021-11-28,346.75,2022-03-15
59z889hgi606zh594486hhzg,loan_4980858,2773.27,12,2021-11-11,,0,0,1,False,2021-11-28,235.1403,2022-05-16
619gy0xy52321585h41x0xi3,loan_5269019,3321.0255,8,2021-11-22,,0,0,1,False,2021-11-28,415.37,2022-03-15
6198552746i9876734543506,loan_1819327,2481.27,12,2021-11-19,,0,0,1,False,2021-11-28,205.3636,2022-05-16
6160gg95287h2hgx215z6z72,loan_5633350,1302.028,6,2021-11-24,,0,0,1,False,2021-11-28,217.54,2022-02-28
618i0g63g41781i2476464xi,loan_4825199,1331.9215,1,2021-11-12,2021-11-28,0,0,1,False,2021-11-28,1331.9215,2021-11-30
6192z89z5zzix0y332zzy958,loan_1787390,744.965,1,2021-11-15,2021-11-29,0,0,1,False,2021-11-29,744.965,2021-11-30
6191900g318g6yz261x8g59y,loan_0076501,4980.352,8,2021-11-25,2021-12-07,0,0,1,False,2021-11-29,4980.352,2022-03-31
618yzx0zx615yiz67z0ihi75,loan_0908968,5620.343,8,2021-11-20,2021-11-30,0,0,1,False,2021-11-29,5620.343,2022-03-15
615i92858x10zz1x82267zi2,loan_9873928,1328.6,4,2021-10-07,2021-11-29,0,0,1,False,2021-11-29,1328.6,2021-11-30
61z588i536xg7z283y9h1i90,loan_1050547,487.64,1,2021-11-29,2021-11-29,1,0,1,True,2021-11-29,487.64,2021-12-15
60h344gy87y29zg37078g122,loan_5123235,4342.77,12,2021-10-22,2021-11-29,0,0,1,False,2021-11-29,4342.77,2022-04-18
615i4g434i482832ih6yyi41,loan_7225248,667.22,4,2021-10-07,2021-11-29,0,0,1,False,2021-11-29,667.22,2021-11-30
6157646z52892ggh8yhgy06g,loan_7571150,768.2155,4,2021-10-01,2021-11-29,0,0,1,False,2021-11-29,768.2155,2021-11-30
619485201y55619z200z78x0,loan_7108608,3937.8755,8,2021-11-16,,0,0,1,False,2021-11-29,492.75,2022-03-15
6192z14i974x622z4801h769,loan_7181559,1074.7425,1,2021-11-23,2021-11-29,0,0,1,False,2021-11-29,1074.7425,2021-12-15
6165gyyx8i657639407ig370,loan_5423270,564.144,6,2021-10-12,,0,0,1,False,2021-11-29,282.51,2022-01-17
618y7h9h6534xg14h3hz4160,loan_3643346,2561.8255,8,2021-11-11,2021-11-29,0,0,1,False,2021-11-29,2561.8255,2022-03-15
619gg56y77gz4103g00g1g12,loan_8638188,616.3755,1,2021-11-22,2021-11-29,0,0,1,False,2021-11-29,616.3755,2021-11-30
61z13yi59214i73i45h83740,loan_3049745,5294.471,4,2021-11-26,2021-11-30,0,0,1,False,2021-11-30,5294.471,2022-01-31
61z2yh8xi5i1zy0017630ig5,loan_1203001,4113.4405,8,2021-11-28,2021-11-30,0,0,1,False,2021-11-30,4113.4405,2022-03-31
6162iz890676g8z42699173y,loan_0375147,6569.27,12,2021-10-11,,0,0,1,False,2021-11-30,1467.9424,2022-04-18
618hx708z8x74y5y433h76i9,loan_5689261,3605.7255,4,2021-11-23,2021-11-30,0,0,1,False,2021-11-30,3605.7255,2022-01-31
61z1g9g648hi5972g92i6z49,loan_9230427,1707.7693,1,2021-11-27,2021-11-30,0,0,1,False,2021-11-30,1707.7693,2021-12-15
60yx19441yz803ii221y7y34,loan_3123070,1985.7825,8,2021-11-10,,0,0,1,False,2021-11-30,292,2022-03-15
6159xhy58zi518g0029i103x,loan_0918873,1036.8555,4,2021-10-03,2021-11-30,0,0,1,False,2021-11-30,1036.8555,2021-11-30
61513z855442yh0g6h50874y,loan_1648898,1734.2975,6,2021-11-16,,0,0,1,False,2021-11-30,289.08,2022-02-15
61z178439y0479503984464i,loan_7566015,1347.9158,8,2021-11-26,2021-11-30,0,0,1,False,2021-11-30,1347.9158,2022-03-31
6171976z9yzg0y39y0y9252g,loan_5903969,3153.016,8,2021-10-21,,0,0,1,False,2021-11-30,788.4,2022-02-15
618987834z25i944542i6x59,loan_8979700,3421.4297,1,2021-11-12,2021-11-30,0,0,1,False,2021-11-30,3421.4297,2021-11-30
618i0x791i53iiigzi8x43x1,loan_4758932,5493.98,12,2021-11-12,,0,0,1,False,2021-11-30,379.3883,2022-05-16
6179g5zzx356076g551i58xi,loan_9757625,546.77,2,2021-10-27,2021-11-30,0,0,1,False,2021-11-30,546.77,2021-11-30
617058h12392yz6705gh26x2,loan_0821526,2115.54,6,2021-10-20,,0,0,1,False,2021-11-30,1285.53,2022-01-17
61927018h8h0h993zgi33136,loan_8302283,758.7255,1,2021-11-15,2021-11-30,0,0,1,False,2021-11-30,758.7255,2021-11-30
618xix38h3hz945628z28156,loan_5541687,759.2,1,2021-11-12,2021-11-30,0,0,1,False,2021-11-30,759.2,2021-11-30
6188y581676g9y7z79y72z91,loan_4121403,803,2,2021-11-08,,0,0,1,False,2021-11-30,401.5,2021-12-15
61678yx4hz1h8861771020g4,loan_2069469,433.62,2,2021-10-24,2021-11-30,0,0,1,False,2021-11-30,433.62,2021-11-30
61959765699h989x7y736529,loan_0116956,1003.093,6,2021-11-17,,0,0,1,False,2021-12-01,167.9,2022-02-15
61z2529z0h37hzyg296hy295,loan_9772739,4744.5255,2,2021-11-29,2021-12-15,0,0,1,False,2021-12-01,4744.5255,2021-12-31
609i1x77yz505hy48376167x,loan_6470734,925.4429,2,2021-11-08,2021-12-24,0,0,1,False,2021-12-01,911.04,2021-12-15
6175xx4y375i7779gg869gxg,loan_9483700,857.385,8,2021-10-24,2021-12-15,0,0,1,False,2021-12-01,826.36,2022-02-28
6188xhyi9x21y8i1yi0h1340,loan_4335213,3605.7255,4,2021-11-08,2021-12-15,0,0,1,False,2021-12-01,3605.7255,2022-01-17
6168i42x2hh618997hg6yx96,loan_4801248,1531.54,8,2021-11-01,,0,0,1,False,2021-12-01,191.99,2022-02-28
615z5x644i31zy7x8x567855,loan_0527556,510.27,4,2021-10-03,2021-12-01,0,0,1,False,2021-12-01,510.27,2021-11-30
617i18g1g1z476x9zx16z73z,loan_8411370,435.08,6,2021-10-31,,0,0,1,False,2021-12-01,249.66,2022-01-31
6101z47yz093yzzz146436x0,loan_1396259,1350.5,6,2021-10-16,,0,0,1,False,2021-12-02,676.71,2022-01-17
60x84z2xx3hiyzx4i8h722x4,loan_9731274,946.81,6,2021-10-26,2021-12-02,0,0,1,False,2021-12-02,946.81,2022-01-31
61061g851xig8yhh9g227873,loan_0859218,506.62,4,2021-10-13,2021-12-02,0,0,1,False,2021-12-02,506.62,2021-12-15
59480153zi2435x7g0z143g7,loan_1867405,447.49,8,2021-11-19,,0,0,1,False,2021-12-02,112.42,2022-03-15
61z97943746hx85508iix417,loan_4838341,1254.213,2,2021-12-02,2021-12-15,0,0,1,False,2021-12-02,1254.213,2021-12-31
61z6h072hyg314y7158hg09i,loan_9261508,995.9755,1,2021-11-30,2021-12-02,0,0,1,False,2021-12-02,995.9755,2021-12-15
61898022562811yx4578z624,loan_7317575,4744.5255,6,2021-11-08,2021-12-06,0,0,1,False,2021-12-02,4744.5255,2022-02-15
61572xyi621z6gx0x0g59h18,loan_6880523,1241.73,6,2021-10-01,,0,0,1,False,2021-12-02,829.28,2021-12-31
616z415x577111x55920h1h6,loan_8655355,581.81,4,2021-10-15,,0,0,1,False,2021-12-02,438,2021-12-15
5h1yxz2h69x6723y815yi293,loan_8784311,3548.7855,12,2021-11-27,,0,0,1,False,2021-12-03,309.5273,2022-05-31
615iyz839yi061716hi34y20,loan_9168327,1078.94,6,2021-10-07,2021-12-06,0,0,1,False,2021-12-03,1078.94,2021-12-31
614h265ihi32691h69x6z76h,loan_2691940,380.3665,4,2021-10-02,2021-12-03,0,0,1,False,2021-12-03,380.3665,2021-11-30
6197x5763xyz4g237xy4y91h,loan_0115795,3321.5,8,2021-11-19,2021-12-09,0,0,1,False,2021-12-03,3321.5,2022-03-15
5h417zz439z55y324i2gy4g2,loan_9995444,1629.36,8,2021-11-13,2021-12-04,0,0,1,False,2021-12-04,1629.36,2022-03-15
618i38y34ziz1zg8z98i3z2z,loan_8236494,1187.7684,2,2021-11-12,2021-12-04,0,0,1,False,2021-12-04,1187.7684,2021-12-15
615ixh7379y6izz5yz4xgi7g,loan_5040800,671.016,4,2021-10-08,2021-12-05,0,0,1,False,2021-12-05,671.016,2021-12-15
619480xzx2hx137627226153,loan_9224653,1652.72,6,2021-11-16,,0,0,1,False,2021-12-05,275.94,2022-02-15
619198yzx78551071y9i419y,loan_3290380,2381.5155,2,2021-11-30,2021-12-07,0,0,1,False,2021-12-06,2381.5155,2021-12-31
618xx677yy496x3479688007,loan_3960360,4697.1193,4,2021-11-12,2021-12-12,0,0,1,False,2021-12-06,4697.1193,2022-01-17
61z17y55674yg9z0i67xi9gg,loan_4806169,4032.7755,2,2021-11-30,2021-12-06,0,0,1,False,2021-12-06,4032.7755,2021-12-31
6189yg69hh2hh7z30g390g23,loan_6425359,3653.1755,6,2021-11-08,2021-12-11,0,0,1,False,2021-12-06,3653.1755,2022-02-15
618z051gi0697hh7194z7i3i,loan_7531656,1801.6765,8,2021-11-30,,0,0,1,False,2021-12-07,225.57,2022-03-31
61946y803h372y060yiy6y3y,loan_4347118,5620.27,1,2021-11-30,2021-12-07,0,0,1,False,2021-12-07,5620.27,2021-12-15
61zzi2116x169yg4065g2h70,loan_2435655,875.27,8,2021-12-03,2021-12-07,0,0,1,False,2021-12-07,875.27,2022-03-31
616gh2x6ghxgy0497g3g42y8,loan_5421671,3503.416,8,2021-10-17,2021-12-07,0,0,1,False,2021-12-07,3503.416,2022-02-15
5z12xi66h77g3y4i7732x7zx,loan_0235177,655.54,4,2021-10-05,2021-12-07,0,0,1,False,2021-12-07,655.54,2021-11-30
618h46348i063589g055giz2,loan_3345042,2163.6251,2,2021-11-12,2021-12-08,0,0,1,False,2021-12-08,2163.6251,2021-12-15
614x07y1h3150gyg48i03x98,loan_5246445,667.22,4,2021-10-16,2021-12-08,0,0,1,False,2021-12-08,667.22,2021-12-15
61z910hig0iy5268xh0zy171,loan_6787050,4187.8129,2,2021-12-02,2021-12-12,0,0,1,False,2021-12-08,4187.8129,2021-12-31
616z71g8z2g24z279xh90hzh,loan_1675551,1467.3,6,2021-10-16,,0,0,1,False,2021-12-08,733.65,2022-01-17
5y05yhy6ygx930gzi7hx7g79,loan_9448646,561.443,4,2021-10-14,2021-12-08,0,0,1,False,2021-12-08,561.443,2021-12-15
619hg40h87zh383x8i2z3yi8,loan_6292118,1447.225,1,2021-11-24,2021-12-08,0,0,1,False,2021-12-08,1447.225,2021-12-15
618y9ghyxzziz81h38z82z0z,loan_3187424,1495.6751,4,2021-11-11,2021-12-08,0,0,1,False,2021-12-08,1495.6751,2022-01-17
61897750h7084361i291x69h,loan_2286310,3449.1405,2,2021-11-08,2021-12-08,0,0,1,False,2021-12-08,3449.1405,2021-12-15
619849ig06399987y32h6394,loan_8910017,3522.6442,4,2021-11-19,2021-12-08,0,0,1,False,2021-12-08,3522.6442,2022-01-17
61z5zy58x3y0788788936i01,loan_8833828,1459.27,1,2021-11-29,2021-12-08,0,0,1,False,2021-12-08,1459.27,2021-12-15
619h4z00135z10y51353g00y,loan_6297055,5313.9255,4,2021-11-23,2021-12-09,0,0,1,False,2021-12-09,5313.9255,2022-01-31
618zi19h8z70247291y854z9,loan_4269178,896.805,2,2021-11-09,2021-12-09,0,0,1,False,2021-12-09,896.805,2021-12-15
61z170477872i2925z9y1778,loan_6374933,1604.2845,1,2021-11-26,2021-12-09,0,0,1,False,2021-12-09,1604.2845,2021-12-15
613x26x34i7yy70zi760x6x8,loan_6057997,667.95,4,2021-11-28,2021-12-09,0,0,1,False,2021-12-09,667.95,2022-01-31
617zy696gy48i89gg8728949,loan_9113114,711.75,4,2021-11-18,2021-12-09,0,0,1,False,2021-12-09,711.75,2022-01-17
61943yy380135y60764hzgg9,loan_3706960,5408.8255,4,2021-11-16,2021-12-09,0,0,1,False,2021-12-09,5408.8255,2022-01-17
618x93357yh5913x941i0931,loan_4356142,714.816,2,2021-11-12,2021-12-10,0,0,1,False,2021-12-10,714.816,2021-12-15
61428y2i2g3h2x6xi17hgg04,loan_2131104,459.9,4,2021-10-10,2021-12-10,0,0,1,False,2021-12-10,459.9,2021-12-15
61z66zi6115xyh64h5yi2408,loan_2164991,2393.378,1,2021-11-30,2021-12-10,0,0,1,False,2021-12-10,2393.378,2021-12-15
5h1gzix9z2450x8198zy5508,loan_6779507,784.02,4,2021-10-18,2021-12-10,0,0,1,False,2021-12-10,784.02,2021-12-15
61z109y3542yhx8y25560hgg,loan_8892058,3437.278,4,2021-11-26,2021-12-10,0,0,1,False,2021-12-10,3437.278,2022-01-31
5h975i7867h9xh50796030g1,loan_3017888,2381.5155,8,2021-11-29,2021-12-10,0,0,1,False,2021-12-10,2381.5155,2022-03-31
61945x4693gh89211z467y17,loan_6258135,2852.3582,2,2021-11-17,2021-12-11,0,0,1,False,2021-12-11,2852.3582,2021-12-15
618i37hyy98y156z2565z1y2,loan_4607217,409.53,2,2021-11-12,2021-12-11,0,0,1,False,2021-12-11,409.53,2021-12-15
618g0x03z42496529h00g7z3,loan_0239937,747.3375,2,2021-11-09,2021-12-11,0,0,1,False,2021-12-11,747.3375,2021-12-15
619438059373536gxh25x230,loan_0018860,1213.2965,2,2021-11-16,2021-12-11,0,0,1,False,2021-12-11,1213.2965,2021-12-15
618y9g3i7y07i1565676g2yi,loan_4454856,953.745,2,2021-11-11,2021-12-11,0,0,1,False,2021-12-11,953.745,2021-12-15
61z6h257hy4701768ig75y6h,loan_4689469,1423.5,1,2021-11-30,2021-12-11,0,0,1,False,2021-12-11,1423.5,2021-12-15
618y1h81gh9237g2i9347580,loan_3402340,1621.841,2,2021-11-15,2021-12-11,0,0,1,False,2021-12-11,1621.841,2021-12-15
61g055g865g23324z3x27y7y,loan_8568749,380.33,8,2021-12-08,,0,0,1,False,2021-12-11,51.3044,2022-04-18
616i30i8i05y5431i6h893hy,loan_4413179,372.3,4,2021-10-19,2021-12-12,0,0,1,False,2021-12-12,372.3,2021-12-15
618gh3400089ggz6i2132402,loan_9697875,1100.4604,2,2021-11-12,2021-12-12,0,0,1,False,2021-12-12,1100.4604,2021-12-15
5xg498i356646y03g91297zh,loan_1227721,772.486,4,2021-10-12,2021-12-12,0,0,1,False,2021-12-12,772.486,2021-12-15
5gyxgz0074hygiih0732z3hy,loan_0341527,728.54,4,2021-10-13,2021-12-12,0,0,1,False,2021-12-12,728.54,2021-12-15
613i8y9x63yx79879xyg36yh,loan_4750882,1135.004,6,2021-11-28,2021-12-12,0,0,1,False,2021-12-12,1135.004,2022-02-28
6191hy081z9ixhi90z091g8x,loan_6568087,1667.2835,2,2021-11-14,2021-12-12,0,0,1,False,2021-12-12,1667.2835,2021-12-15
61z66x5y34g7hg2h8h9xg0x2,loan_2465989,1349.0035,4,2021-11-30,2021-12-12,0,0,1,False,2021-12-12,1349.0035,2022-01-31
618x86xg71h3xz90zg895x9z,loan_0317343,4032.7755,4,2021-11-12,2021-12-14,0,0,1,False,2021-12-13,4032.7755,2022-01-17
6187185h3i9zzxh9gi9908gx,loan_3440623,1051.1781,8,2021-11-06,2021-12-13,0,0,1,False,2021-12-13,1051.1781,2022-02-28
61z1zxz71ii973hii6xy7i1i,loan_9040331,612.47,1,2021-11-26,2021-12-13,0,0,1,False,2021-12-13,612.47,2021-12-15
61643yy31630yg573y4gy4x9,loan_3974514,1641.04,8,2021-10-11,,0,0,1,False,2021-12-13,615.39,2022-02-15
5h5g83823i50x318i690hx5i,loan_4063398,729.27,4,2021-10-12,2021-12-13,0,0,1,False,2021-12-13,729.27,2021-12-15
6196x83027y887y1g16x6xh2,loan_0287646,485.4427,6,2021-11-18,2021-12-13,0,0,1,False,2021-12-13,475.2227,2022-02-15
6191888i86h9x063995x016z,loan_7957309,494.94,2,2021-11-14,2021-12-13,0,0,1,False,2021-12-13,494.94,2021-12-15
619i26979yy01y60xy9xx60x,loan_8261549,986.96,4,2021-11-28,2021-12-13,0,0,1,False,2021-12-13,986.96,2022-01-31
61624x1i6h33x326y564808i,loan_0466139,996.0704,2,2021-11-08,2021-12-14,0,0,1,False,2021-12-14,996.0704,2021-12-15
61g764y47yyg5x143x2zx12g,loan_4327230,7445.343,1,2021-12-13,2021-12-14,0,0,1,False,2021-12-14,7445.343,2021-12-31
618zz6656h938gi682845797,loan_8794624,855.122,2,2021-11-16,2021-12-14,0,0,1,False,2021-12-14,855.122,2021-12-15
6170hh0514g1539xh4izhz83,loan_2338399,735.84,8,2021-10-20,2021-12-14,0,0,1,False,2021-12-14,735.84,2022-02-15
61z5gg7g05hz5x8h6g538xy9,loan_3347069,1373.4877,1,2021-11-29,2021-12-14,0,0,1,False,2021-12-14,1373.4877,2021-12-15
619029016589i42xg8g47238,loan_9417864,971.3015,2,2021-11-13,2021-12-14,0,0,1,False,2021-12-14,971.3015,2021-12-15
61z28h14x18g41600i10x0h4,loan_5945071,3367.5265,1,2021-11-27,2021-12-14,0,0,1,False,2021-12-14,3367.5265,2021-12-15
615z77976yh62i5g966x1h42,loan_2785460,917.61,6,2021-10-03,2021-12-14,0,0,1,False,2021-12-14,917.61,2021-12-31
618h4x0618x6305h2y3i1152,loan_2513652,3386.981,2,2021-11-11,2021-12-14,0,0,1,False,2021-12-14,3386.981,2021-12-15
6192z770y5y79hh161g512x1,loan_3464138,3629.4505,4,2021-11-15,2021-12-14,0,0,1,False,2021-12-14,3629.4505,2022-01-17
618xh76z71h25xg4zzh2g621,loan_4966034,604.44,4,2021-12-01,,0,0,1,False,2021-12-14,151.11,2022-01-31
618z99xigzhx12z28y77477i,loan_0241310,911.04,2,2021-11-09,2021-12-14,0,0,1,False,2021-12-14,911.04,2021-12-15
619332x63717z44955243x9h,loan_9876258,1297.9692,2,2021-11-16,2021-12-14,0,0,1,False,2021-12-14,1297.9692,2021-12-15
61z579y2ggi6gh635z0i0ih8,loan_4814188,4981.7755,8,2021-11-30,2021-12-14,0,0,1,False,2021-12-14,4981.7755,2022-03-31
616x553y2x364i7yh187249i,loan_3719305,955.1612,6,2021-10-19,2021-12-14,0,0,1,False,2021-12-14,955.1612,2022-01-17
619h6722x488gi9660g2zy98,loan_8324967,824.17,4,2021-11-23,,0,0,1,False,2021-12-14,219,2022-01-31
61z6zg968033yii9zh0645i5,loan_5447030,997.18,1,2021-11-30,2021-12-14,0,0,1,False,2021-12-14,997.18,2021-12-15
61z08zxzzyg38921h78h39g3,loan_9619372,1745.6855,1,2021-11-26,2021-12-14,0,0,1,False,2021-12-14,1745.6855,2021-12-15
618g7859i7gx91z592ihh23h,loan_3059800,838.77,2,2021-11-11,2021-12-15,0,0,1,False,2021-12-15,838.77,2021-12-15
619h3h4i9998z2998x888g72,loan_4187836,467.2,4,2021-11-23,,0,0,1,False,2021-12-15,116.8,2022-01-31
61z179g576ig5ix23366h0h2,loan_6665247,2262.27,8,2021-11-26,,0,0,1,False,2021-12-15,283.24,2022-03-31
618y74yhg8308hx94iy08yi4,loan_7614528,812.2929,2,2021-11-10,2021-12-15,0,0,1,False,2021-12-15,812.2929,2021-12-15
618g397282zy89g8izx6zi0g,loan_0318842,722.1379,2,2021-11-09,2021-12-15,0,0,1,False,2021-12-15,722.1379,2021-12-15
61771182465yxy1488z65848,loan_2591800,437.27,4,2021-10-25,2021-12-15,0,0,1,False,2021-12-15,437.27,2021-12-31
5h5z3g6y145942hxx5i20640,loan_0788294,5474.27,8,2021-11-25,,0,0,1,False,2021-12-15,686.2,2022-03-31
618g4650h8x8h8z9hx411069,loan_1064128,1516.1224,2,2021-11-09,2021-12-15,0,0,1,False,2021-12-15,1516.1224,2021-12-15
61945147z3i960xzh6h0zh30,loan_1371568,4222.5755,2,2021-11-16,2021-12-15,0,0,1,False,2021-12-15,4222.5755,2021-12-15
61660gy1hhxh488g580682ih,loan_6980833,1020.54,4,2021-10-12,2021-12-15,0,0,1,False,2021-12-15,1020.54,2021-12-15
618h5gg72xx7h66996z32377,loan_1624513,1043.4255,8,2021-11-28,,0,0,1,False,2021-12-15,131.4,2022-03-31
616ygh518848xiz45ii422x6,loan_4354743,945.0288,4,2021-10-17,2021-12-15,0,0,1,False,2021-12-15,945.0288,2021-12-15
618hxy55x71g0041x0138z05,loan_2471011,963.308,2,2021-11-11,2021-12-15,0,0,1,False,2021-12-15,963.308,2021-12-15
618zi1zigh7y73iyhy6yg731,loan_2904931,904.251,2,2021-11-10,2021-12-15,0,0,1,False,2021-12-15,904.251,2021-12-15
61z52i062x82zg741612ygx6,loan_4046210,1205.23,1,2021-11-29,2021-12-15,0,0,1,False,2021-12-15,1205.23,2021-12-15
6192gyx0i060hzg929234zxx,loan_7540967,991.2305,2,2021-11-22,2021-12-15,0,0,1,False,2021-12-15,991.2305,2021-12-15
5hh877946h44i6iy6591hy6h,loan_5213688,2700.27,12,2021-10-28,,0,0,1,False,2021-12-15,596.8407,2022-05-02
61z9082z9hh190z261y8x17x,loan_6989226,1204.2591,6,2021-12-02,,0,0,1,False,2021-12-15,208.05,2022-02-28
6164x14y2gz9408139zhzx31,loan_9309811,473.77,4,2021-10-11,2021-12-15,0,0,1,False,2021-12-15,473.77,2021-12-15
