loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_1733093,8z7828917i175z85017i18z55hh92zh8,6,2022-05-16,NA,283.9627,0,0
loan_1733093,8z7828917i175z85017i18z55hh92zh5,3,2022-03-31,NA,286.15999999999997,0,0
loan_1733093,8z7828917i175z85017i18z55hy22zh3,1,2022-02-28,2022-03-31,286.15999999999997,286.15999999999997,58
loan_1733093,8z7828917i175z85017i18z55hh92zh7,5,2022-05-02,NA,286.15999999999997,0,0
loan_8520458,8z7820727h04x33h017h0715xziy00yg,2,2021-12-15,2021-12-05,343.09999999999997,343.09999999999997,0
loan_8520458,8z7820727h04x33h017h0715xg0y00yy,3,2021-12-31,2021-12-29,343.09999999999997,343.09999999999997,0
loan_8520458,8z7820727h04x33h017h0715xziy00yz,1,2021-11-30,2021-11-26,343.09999999999997,343.09999999999997,0
loan_8520458,8z7820727h04x33h017h0715xg0y00yh,4,2022-01-17,2022-01-15,342.5014,342.5014,0
loan_6426716,8z7820g17h198158017h1y241h383g50,4,2022-01-17,2022-01-16,264.3476,264.3476,0
loan_6426716,8z7820g17h198158017h1y241h283g4i,3,2021-12-31,2021-12-31,264.99,264.99,0
loan_6426716,8z7820g17h198158017h1y241h283g4x,2,2021-12-15,2021-12-13,264.99,264.99,0
loan_6426716,8z7820g17h198158017h1y241h283g4h,1,2021-11-30,2021-11-27,264.99,264.99,0
loan_0966808,8z78269i7yx60109017yx855g40g0zyg,5,2022-01-17,2022-01-15,577.4008,577.4008,85.04
loan_0966808,8z78269i7yx60109017yx855g40g0zyh,7,2022-02-15,NA,607.8490999999999,0,0
loan_0966808,8z78269i7yx60109017yx855g40g0zyz,4,2021-12-31,2022-01-03,557.7273,557.7273,111.99
loan_0966808,8z78269i7yx60109017yx855g3i70zy9,3,2021-12-15,2021-12-16,548.5219999999999,548.5219999999999,124.6
loan_0966808,8z78269i7yx60109017yx855g40g0zyx,8,2022-02-28,NA,603.9801,0,0
loan_0966808,8z78269i7yx60109017yx855g3i70zy8,2,2021-11-30,2021-12-01,541.4045,541.4045,134.35
loan_0966808,8z78269i7yx60109017yx855g3i70zy7,1,2021-11-16,2021-11-16,536.2726,536.2726,141.38
loan_0966808,8z78269i7yx60109017yx855g40g0zyy,6,2022-01-31,NA,589.3436,0,0
loan_8955688,8z7820727h04x33h017h07112zy57xi4,7,2022-02-28,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zy57xi3,6,2022-02-15,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zy57xi1,4,2022-01-17,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zg47xxi,2,2021-12-15,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zg47xxx,1,2021-11-30,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zy57xi5,8,2022-03-15,NA,124.45039999999999,0,0
loan_8955688,8z7820727h04x33h017h07112zy57xi2,5,2022-01-31,NA,129.94,0,0
loan_8955688,8z7820727h04x33h017h07112zg47xi0,3,2021-12-31,NA,129.94,0,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y52229,1,2021-10-15,2021-10-14,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y7222x,6,2021-12-31,2021-12-30,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y7222i,7,2022-01-17,2022-01-15,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y72230,8,2022-01-31,2022-02-01,660.65,660.65,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y5222g,3,2021-11-16,2021-11-15,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y5222y,4,2021-11-30,2021-11-30,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y5222h,5,2021-12-15,2021-12-15,665.76,665.76,0
loan_6457009,8z782z507y4g4i29017y4gi2g0y5222z,2,2021-11-01,2021-10-29,665.76,665.76,0
loan_0276759,8z782z267i26yi47017i289796z11959,4,2022-05-02,2022-05-02,1095,1095,0
loan_0276759,8z782z267i26yi47017i289796z1195z,5,2022-05-16,NA,1092.08,0,0
loan_0276759,8z782z267i26yi47017i2897968g1956,1,2022-03-15,2022-03-15,1446.86,1446.86,0
loan_0276759,8z782z267i26yi47017i289796z11957,2,2022-03-31,2022-04-03,1092.08,1092.08,58
loan_0276759,8z782z267i26yi47017i289796z11958,3,2022-04-18,2022-04-18,1095,1095,0
loan_0276759,8z782z267i26yi47017i289796z1195g,6,2022-05-31,NA,731.095,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y805871,5,2022-06-15,NA,693.5,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y80586x,2,2022-05-02,NA,693.5,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y80586i,3,2022-05-16,NA,693.5,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y80586h,1,2022-04-18,NA,693.5,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y805870,4,2022-05-31,NA,693.5,0,0
loan_3697609,8z782z897ii9y460017iiy1i6y835872,6,2022-06-30,NA,692.77,0,0
loan_2877868,8z782gxy8022xi9y018042z546i246yy,3,2022-05-31,NA,201.48,0,0
loan_2877868,8z782gxy8022xi9y018042z546i246yh,4,2022-06-15,NA,201.48,0,0
loan_2877868,8z782gxy8022xi9y018042z546i246yi,6,2022-07-15,NA,200.95439999999996,0,0
loan_2877868,8z782gxy8022xi9y018042z546hz46yg,2,2022-05-16,NA,201.48,0,0
loan_2877868,8z782gxy8022xi9y018042z546hz46yz,1,2022-05-02,2022-05-01,201.48,201.48,0
loan_2877868,8z782gxy8022xi9y018042z546i246yx,5,2022-06-30,NA,201.48,0,0
loan_0542108,8z7825y37hx7857h017hx8g8y0974959,5,2022-02-28,2022-04-07,206.59,206.59,58
loan_0542108,8z7825y37hx7857h017hx8g8y0974957,3,2022-01-31,2022-01-31,207.32,207.32,0
loan_0542108,8z7825y37hx7857h017hx8g8y0974958,4,2022-02-15,2022-04-07,207.32,207.32,58
loan_0542108,8z7825y37hx7857h017hx8g8y0834956,2,2022-01-17,2022-01-15,207.32,207.32,0
loan_0542108,8z7825y37hx7857h017hx8g8y097495z,6,2022-03-15,2022-04-07,204.4,204.4,58
loan_0542108,8z7825y37hx7857h017hx8g8y0834955,1,2021-12-31,2021-12-31,207.32,207.32,0
loan_2381504,8z7826017i50096x017i50yz24943x1h,4,2022-05-02,NA,180.31,0,0
loan_2381504,8z7826017i50096x017i50yz24943x1y,3,2022-04-18,NA,180.31,0,0
loan_2381504,8z7826017i50096x017i50yz247x3x1z,1,2022-03-15,NA,180.31,0,0
loan_2381504,8z7826017i50096x017i50yz24943x1i,6,2022-05-31,NA,178.85,0,0
loan_2381504,8z7826017i50096x017i50yz24943x1x,5,2022-05-16,NA,180.31,0,0
loan_2381504,8z7826017i50096x017i50yz247x3x1g,2,2022-03-31,NA,180.31,0,0
loan_2070521,8z782hz47h6gxy3h017h6h0xz31i7695,1,2021-12-15,NA,753.506,753.36,0
loan_8473140,8z78038z7i9h46i4017i9i3iihgz7y4y,1,2022-03-31,2022-03-31,214.62,214.62,0
loan_8473140,8z78038z7i9h46i4017i9i3iihyh7y4i,4,2022-05-16,NA,213.89,0,0
loan_8473140,8z78038z7i9h46i4017i9i3iihyh7y4x,3,2022-05-02,2022-05-02,213.89,213.89,0
loan_8473140,8z78038z7i9h46i4017i9i3iihgz7y4h,2,2022-04-18,2022-04-18,213.89,213.89,0
loan_8814032,8z78043h7x81ih4x017x85167x5h0328,2,2022-02-15,2022-02-14,969.4399999999999,969.4399999999999,0
loan_8814032,8z78043h7x81ih4x017x85167x5h0327,1,2022-01-31,2022-02-01,969.4399999999999,969.4399999999999,0
loan_8814032,8z78043h7x81ih4x017x85167x5h032z,4,2022-03-15,2022-03-14,969.4399999999999,969.4399999999999,0
loan_8814032,8z78043h7x81ih4x017x85167x5h0329,3,2022-02-28,2022-02-26,969.4399999999999,969.4399999999999,0
loan_8814032,8z78043h7x81ih4x017x85167x5h032g,5,2022-03-31,2022-03-30,969.4399999999999,969.4399999999999,0
loan_8814032,8z78043h7x81ih4x017x85167x60032y,6,2022-04-18,2022-04-14,965.8995,965.8995,0
loan_3577314,8z782x757iyg943g017iyyy75g3g79z4,6,2022-06-30,NA,260.7414,0,0
loan_3577314,8z782x757iyg943g017iyyy75g3879z3,5,2022-06-15,NA,261.34,0,0
loan_3577314,8z782x757iyg943g017iyyy75g3879z1,3,2022-05-16,NA,261.34,0,0
loan_3577314,8z782x757iyg943g017iyyy75g38799i,1,2022-04-18,2022-04-14,261.34,261.34,0
loan_3577314,8z782x757iyg943g017iyyy75g3879z0,2,2022-05-02,2022-04-30,261.34,261.34,0
loan_3577314,8z782x757iyg943g017iyyy75g3879z2,4,2022-05-31,NA,261.34,0,0
loan_2061123,8z7825337x495z04017x4zig700354y4,6,2022-04-18,2022-04-17,643.13,643.13,0
loan_2061123,8z7825337x495z04017x4zig700154gi,1,2022-01-31,2022-01-26,645.3199999999999,645.3199999999999,0
loan_2061123,8z7825337x495z04017x4zig700154y3,5,2022-03-31,2022-03-31,644.59,644.59,0
loan_2061123,8z7825337x495z04017x4zig700154y0,2,2022-02-15,2022-02-15,645.3199999999999,645.3199999999999,0
loan_2061123,8z7825337x495z04017x4zig700154y1,3,2022-02-28,2022-03-02,645.3199999999999,645.3199999999999,58
loan_2061123,8z7825337x495z04017x4zig700154y2,4,2022-03-15,2022-03-15,644.59,644.59,0
loan_7044472,8z782i437h28i824017h2z7884212h87,4,2022-01-17,2022-01-11,468.9155,468.9155,0
loan_7044472,8z782i437h28i824017h2z7884212h88,5,2022-01-31,NA,0,0,0
loan_7044472,8z782i437h28i824017h2z7884232h8g,8,2022-03-15,NA,0,0,0
loan_7044472,8z782i437h28i824017h2z7884232h89,6,2022-02-15,NA,0,0,0
loan_7044472,8z782i437h28i824017h2z7884212h86,3,2021-12-31,2021-12-18,94.89999999999999,94.89999999999999,0
loan_7044472,8z782i437h28i824017h2z7884232h8z,7,2022-02-28,NA,0,0,0
loan_7044472,8z782i437h28i824017h2z7884212h84,1,2021-11-30,2021-11-28,94.89999999999999,94.89999999999999,0
loan_7044472,8z782i437h28i824017h2z7884212h85,2,2021-12-15,2021-12-08,94.89999999999999,94.89999999999999,0
loan_0592785,8z7824y780040y9z018006i00z8713z6,1,2022-04-18,2022-04-18,1081.86,1081.86,0
loan_0592785,8z7824y780040y9z018006i00z8713z7,2,2022-05-02,2022-05-02,1081.86,1081.86,0
loan_0592785,8z7824y780040y9z018006i00z8713z9,4,2022-05-31,NA,1081.86,0,0
loan_0592785,8z7824y780040y9z018006i00z9y13zg,6,2022-06-30,NA,1080.3999999999999,0,0
loan_0592785,8z7824y780040y9z018006i00z8713z8,3,2022-05-16,NA,1081.86,0,0
loan_0592785,8z7824y780040y9z018006i00z9y13zz,5,2022-06-15,NA,1081.86,0,0
loan_5633921,8z7800i27x969zz7017x99z60y6822g0,7,2022-05-16,NA,283.9189,0,0
loan_5633921,8z7800i27x969zz7017x99z60y4822zy,3,2022-03-15,2022-03-15,256.2446,256.2446,58.97
loan_5633921,8z7800i27x969zz7017x99z60y6822zi,6,2022-05-02,2022-05-01,279.6484,279.6484,26.92
loan_5633921,8z7800i27x969zz7017x99z60y6822g1,8,2022-05-31,NA,305.3955,0,0
loan_5633921,8z7800i27x969zz7017x99z60y6822zh,4,2022-03-31,2022-03-31,260.50780000000003,260.50780000000003,53.14
loan_5633921,8z7800i27x969zz7017x99z60y4822zg,2,2022-02-28,2022-03-03,256.1862,256.1862,117.06
loan_5633921,8z7800i27x969zz7017x99z60y6822zx,5,2022-04-18,2022-04-23,263.822,263.822,106.6
loan_5633921,8z7800i27x969zz7017x99z60y4822zz,1,2022-02-15,2022-02-15,225.1466,225.1466,101.58
loan_1079570,8z7800767i02gyzz017i03706497365i,6,2022-05-16,NA,692.916,0,0
loan_1079570,8z7800767i02gyzz017i03706497365h,4,2022-04-18,2022-04-18,696.42,696.42,0
loan_1079570,8z7800767i02gyzz017i03706497365x,5,2022-05-02,2022-05-01,696.42,696.42,0
loan_1079570,8z7800767i02gyzz017i03706478365z,1,2022-02-28,2022-02-28,696.42,696.42,0
loan_1079570,8z7800767i02gyzz017i03706478365g,2,2022-03-15,2022-03-15,696.42,696.42,0
loan_1079570,8z7800767i02gyzz017i03706478365y,3,2022-03-31,2022-03-31,696.42,696.42,0
loan_1363599,8z7800067i9h4107017iz03h27z75y98,3,2022-05-02,2022-04-29,226.71609999999998,226.71609999999998,0
loan_1363599,8z7800067i9h4107017iz03h27z75y9g,6,2022-06-15,NA,0,0,0
loan_1363599,8z7800067i9h4107017iz03h27z75y9z,5,2022-05-31,NA,162.8119,0,0
loan_1363599,8z7800067i9h4107017iz03h27925y96,1,2022-03-31,2022-03-19,196.37,196.37,0
loan_1363599,8z7800067i9h4107017iz03h27z75y99,4,2022-05-16,NA,196.37,0,0
loan_1363599,8z7800067i9h4107017iz03h27925y97,2,2022-04-18,2022-04-01,392.74,392.74,0
loan_0724525,8z7800zg7i649zh6017i67x0x6h539gi,2,2022-03-31,2022-04-14,294.19,294.19,142
loan_0724525,8z7800zg7i649zh6017i67x0x6x539y4,7,2022-06-15,NA,339.18719999999996,0,0
loan_0724525,8z7800zg7i649zh6017i67x0x6x539y2,5,2022-05-16,NA,324.32439999999997,0,0
loan_0724525,8z7800zg7i649zh6017i67x0x6x539y0,3,2022-04-18,2022-04-14,322.1636,322.1636,63.68
loan_0724525,8z7800zg7i649zh6017i67x0x6h539gx,1,2022-03-15,2022-03-15,329.7483,329.7483,48.29
loan_0724525,8z7800zg7i649zh6017i67x0x6x739y5,8,2022-06-30,NA,286.379,0,0
loan_0724525,8z7800zg7i649zh6017i67x0x6x539y3,6,2022-05-31,NA,330.55129999999997,0,0
loan_0724525,8z7800zg7i649zh6017i67x0x6x539y1,4,2022-05-02,NA,305.8262,0,0
loan_9349629,8z7800zi800933h801800g11y29g4x5i,5,2022-06-30,NA,262.8,0,0
loan_9349629,8z7800zi800933h801800g11y29g4x5x,4,2022-06-15,NA,262.8,0,0
loan_9349629,8z7800zi800933h801800g11y29g4x60,6,2022-07-15,NA,263.53,0,0
loan_9349629,8z7800zi800933h801800g11y27y4x5g,1,2022-05-02,2022-05-01,263.53,263.53,0
loan_9349629,8z7800zi800933h801800g11y27y4x5h,3,2022-05-31,NA,262.8,0,0
loan_9349629,8z7800zi800933h801800g11y27y4x5y,2,2022-05-16,NA,262.8,0,0
loan_1425470,8z78056g7x916937017x948gxh487305,2,2022-02-28,2022-03-05,102.2,102.2,58
loan_1425470,8z78056g7x916937017x948gxh487304,1,2022-02-15,2022-01-25,102.2,102.2,0
loan_1425470,8z78056g7x916937017x948gxh647307,4,2022-03-31,2022-04-15,100.74,100.74,58
loan_1425470,8z78056g7x916937017x948gxh487306,3,2022-03-15,2022-03-17,101.47,101.47,58
loan_9616596,8z7807837xihz3h1017i0152g9z27zx6,7,2022-05-31,NA,135.9844,0,0
loan_9616596,8z7807837xihz3h1017i0152g9z27zx5,6,2022-05-16,NA,133.2031,0,0
loan_9616596,8z7807837xihz3h1017i0152g99x7zhx,1,2022-02-28,2022-02-28,121.7713,121.7713,29.19
loan_9616596,8z7807837xihz3h1017i0152g9z27zx2,3,2022-03-31,2022-04-01,121.3844,121.3844,29.72
loan_9616596,8z7807837xihz3h1017i0152g9z27zx4,5,2022-05-02,NA,130.04219999999998,0,0
loan_9616596,8z7807837xihz3h1017i0152g99x7zx1,2,2022-03-15,2022-03-15,119.6251,119.6251,32.13
loan_9616596,8z7807837xihz3h1017i0152g9z67zx7,8,2022-06-15,NA,136.0574,0,0
loan_9616596,8z7807837xihz3h1017i0152g9z27zx3,4,2022-04-18,2022-04-18,122.4721,122.4721,28.22
loan_8002955,8z78056g7x916937017x91h823z4620x,3,2022-03-15,2022-03-01,159.14,159.14,0
loan_8002955,8z78056g7x916937017x91h823z4620h,2,2022-02-28,2022-02-25,965.79,965.79,0
loan_8002955,8z78056g7x916937017x91h823z46210,5,2022-04-18,NA,0,0,0
loan_8002955,8z78056g7x916937017x91h823z4620i,4,2022-03-31,NA,0,0,0
loan_8002955,8z78056g7x916937017x91h823z4620y,1,2022-02-15,2022-02-03,225.57,225.57,0
loan_8002955,8z78056g7x916937017x91h823z76211,6,2022-05-02,NA,0,0,0
loan_5460252,8z7805987yyy0hgh017yyh60iyx1025y,1,2021-11-16,NA,319.74,0,0
loan_5460252,8z7805987yyy0hgh017yyh60ih02025i,4,2021-12-31,NA,319.6451,0,0
loan_5460252,8z7805987yyy0hgh017yyh60iyx1025x,3,2021-12-15,NA,319.74,0,0
loan_5460252,8z7805987yyy0hgh017yyh60iyx1025h,2,2021-11-30,NA,319.74,0,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggx6gzx,6,2022-02-15,2022-02-07,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggg6gzz,2,2021-12-15,2021-12-12,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggg6gzy,4,2022-01-17,2022-01-10,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggg6gzg,3,2021-12-31,2021-12-28,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggg6gz9,1,2021-11-30,2021-11-29,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggg6gzh,5,2022-01-31,2022-01-26,146,146,0
loan_5891343,8z7805g57h0z082y017h0h8h1ggx6gzi,7,2022-02-28,2022-03-05,146,146,58
loan_5891343,8z7805g57h0z082y017h0h8h1ggx6gg0,8,2022-03-15,2022-03-05,140.525,140.525,0
loan_9298765,8z7807017h386z88017h3zz18x4i2xxh,3,2021-12-31,2021-12-22,179.57999999999998,179.57999999999998,0
loan_9298765,8z7807017h386z88017h3zz18x352xxg,1,2021-11-30,2021-11-30,179.57999999999998,179.57999999999998,0
loan_9298765,8z7807017h386z88017h3zz18x4i2xxy,2,2021-12-15,2021-12-09,179.57999999999998,179.57999999999998,0
loan_9298765,8z7807017h386z88017h3zz18x4i2xxx,4,2022-01-17,2022-01-08,177.755,177.755,0
loan_0751809,8z7807837xihz3h1017xix62yihx082i,5,2022-05-02,NA,0,0,0
loan_0751809,8z7807837xihz3h1017xix62yihx082y,2,2022-03-15,NA,0,0,0
loan_0751809,8z7807837xihz3h1017xix62yihx082h,3,2022-03-31,NA,0,0,0
loan_0751809,8z7807837xihz3h1017xix62yihx082x,4,2022-04-18,NA,0,0,0
loan_0751809,8z7807837xihz3h1017xix62yiy0082g,1,2022-02-28,2022-02-15,1263.484,1263.484,0
loan_0751809,8z7807837xihz3h1017xix62yihx0830,6,2022-05-16,NA,0,0,0
loan_6376385,8z78067y7i1233y4017i1491hz9y790x,4,2022-04-18,2022-04-18,422.67,422.67,0
loan_6376385,8z78067y7i1233y4017i1491hz7y790y,2,2022-03-15,2022-03-14,422.67,422.67,0
loan_6376385,8z78067y7i1233y4017i1491hz7y790g,1,2022-02-28,2022-02-28,422.67,422.67,0
loan_6376385,8z78067y7i1233y4017i1491hz9y790i,5,2022-05-02,2022-05-01,422.67,422.67,0
loan_6376385,8z78067y7i1233y4017i1491hz7y790h,3,2022-03-31,2022-03-28,422.67,422.67,0
loan_6376385,8z78067y7i1233y4017i1491hz9y7910,6,2022-05-16,NA,420.69899999999996,0,0
loan_7840422,8z7805257x91734z017x950347752yyy,1,2022-02-15,2022-02-14,421.21,421.21,0
loan_7840422,8z7805257x91734z017x950347752yyh,2,2022-02-28,2022-02-19,420.407,420.407,0
loan_3127183,8z780658802h3h44018033i0xi312h12,2,2022-05-16,NA,200.75,0,0
loan_3127183,8z780658802h3h44018033i0xi592h16,6,2022-07-15,NA,199.29,0,0
loan_3127183,8z780658802h3h44018033i0xi592h15,5,2022-06-30,NA,200.75,0,0
loan_3127183,8z780658802h3h44018033i0xi312h11,1,2022-05-02,2022-04-29,200.75,200.75,0
loan_3127183,8z780658802h3h44018033i0xi592h13,3,2022-05-31,NA,200.75,0,0
loan_3127183,8z780658802h3h44018033i0xi592h14,4,2022-06-15,NA,200.75,0,0
loan_9629613,8z7820287h1458h3017h146031h8197i,1,2021-11-30,2021-11-30,193.45,193.45,0
loan_9629613,8z7820287h1458h3017h146031i11982,4,2022-01-17,2022-01-17,193.45,193.45,0
loan_9629613,8z7820287h1458h3017h146031i11984,6,2022-02-15,2022-02-15,191.99,191.99,0
loan_9629613,8z7820287h1458h3017h146031i11983,5,2022-01-31,2022-01-29,193.45,193.45,0
loan_9629613,8z7820287h1458h3017h146031h81981,3,2021-12-31,2021-12-31,193.45,193.45,0
loan_9629613,8z7820287h1458h3017h146031h81980,2,2021-12-15,2021-12-15,193.45,193.45,0
loan_4456692,8z7820287h1458h3017h17i910z548x9,3,2021-12-31,2021-12-30,198.56,198.56,0
loan_4456692,8z7820287h1458h3017h17i910z548x7,1,2021-11-30,2021-11-30,191.99,191.99,0
loan_4456692,8z7820287h1458h3017h17i910z548x8,2,2021-12-15,2021-12-15,191.99,191.99,0
loan_4456692,8z7820287h1458h3017h17i910g948xz,4,2022-01-17,2022-01-14,183.303,183.303,0
loan_3413827,8z7805y17h04x2i4017h06hz70iy7133,5,2022-01-31,2022-01-31,119.72,119.72,0
loan_3413827,8z7805y17h04x2i4017h06hz70x0712i,1,2021-11-30,2021-11-30,119.72,119.72,0
loan_3413827,8z7805y17h04x2i4017h06hz70x07130,2,2021-12-15,2021-12-15,119.72,119.72,0
loan_3413827,8z7805y17h04x2i4017h06hz70iy7131,3,2021-12-31,2022-01-05,119.72,119.72,58
loan_3413827,8z7805y17h04x2i4017h06hz70iy7135,7,2022-02-28,NA,119.72,0,0
loan_3413827,8z7805y17h04x2i4017h06hz70ii7136,8,2022-03-15,NA,113.9457,0,0
loan_3413827,8z7805y17h04x2i4017h06hz70iy7134,6,2022-02-15,2022-02-19,119.72,119.72,58
loan_3413827,8z7805y17h04x2i4017h06hz70iy7132,4,2022-01-17,2022-01-05,119.72,119.72,0
loan_9239100,8z78220g7h23y335017h270i32i707ix,2,2021-12-15,2021-12-15,137.97,137.97,0
loan_9239100,8z78220g7h23y335017h270i32i707ih,1,2021-11-30,2021-11-28,137.97,137.97,0
loan_9239100,8z78220g7h23y335017h270i32i707ii,3,2021-12-31,2022-01-03,137.97,137.97,0
loan_9239100,8z78220g7h23y335017h270i330g0800,4,2022-01-17,2022-01-15,135.56099999999998,135.56099999999998,0
loan_0240645,8z78205y80702g870180724y5yzh42y0,6,2022-08-01,NA,662.84,0,0
loan_0240645,8z78205y80702g870180724y5y9142gg,1,2022-05-16,NA,662.84,0,0
loan_0240645,8z78205y80702g870180724y5yzh42gi,5,2022-07-15,NA,662.84,0,0
loan_0240645,8z78205y80702g870180724y5yzh42gy,2,2022-05-31,NA,662.84,0,0
loan_0240645,8z78205y80702g870180724y5yzh42gx,4,2022-06-30,NA,662.84,0,0
loan_0240645,8z78205y80702g870180724y5yzh42gh,3,2022-06-15,NA,662.84,0,0
loan_0445119,8z780i218018z72y01801gzi5465309i,1,2022-05-02,2022-04-30,182.5,182.5,0
loan_0445119,8z780i218018z72y01801gzi546530z0,2,2022-05-16,NA,182.5,0,0
loan_2852235,8z780ig97y506g31017y5256137y5993,4,2021-11-30,NA,164.25,0,0
loan_2852235,8z780ig97y506g31017y5256137y5990,1,2021-10-15,2021-10-05,437.27,437.27,0
loan_2852235,8z780ig97y506g31017y525613975996,7,2022-01-17,NA,53.29,0,0
loan_2852235,8z780ig97y506g31017y5256137y5991,2,2021-11-01,NA,164.25,0,0
loan_2852235,8z780ig97y506g31017y5256137y5992,3,2021-11-16,NA,164.25,0,0
loan_2852235,8z780ig97y506g31017y525613975994,5,2021-12-15,NA,164.25,0,0
loan_2852235,8z780ig97y506g31017y525613975995,6,2021-12-31,NA,164.25,0,0
loan_2852235,8z780ig97y506g31017y525613975997,8,2022-01-31,NA,0,0,0
loan_9772739,8z780i337h6gx216017h6yyi0xyh3604,2,2021-12-31,NA,0,0,0
loan_9772739,8z780i337h6gx216017h6yyi0xyh3603,1,2021-12-15,2021-12-01,4744.5255,4744.5255,0
loan_8187005,8z780i337h6gx216017h6i240zyh13h9,2,2021-12-31,2021-12-16,1460,1460,0
loan_8187005,8z780i337h6gx216017h6i240zyh13h8,1,2021-12-15,2021-11-30,1460,1460,0
loan_8187005,8z780i337h6gx216017h6i240zyh13hz,3,2022-01-17,2022-01-07,2919.27,2919.27,0
loan_8187005,8z780i337h6gx216017h6i240zx813hg,4,2022-01-31,NA,0,0,0
loan_4639556,8z780ihh7xgiy0z2017xy028y70y386y,1,2022-02-15,2022-02-12,262.8,262.8,0
loan_4639556,8z780ihh7xgiy0z2017xy028y72y386i,4,2022-03-31,2022-03-30,262.8,262.8,0
loan_4639556,8z780ihh7xgiy0z2017xy028y70y386h,2,2022-02-28,2022-02-27,262.8,262.8,0
loan_4639556,8z780ihh7xgiy0z2017xy028y72y3871,6,2022-05-02,2022-05-01,262.216,262.216,0
loan_4639556,8z780ihh7xgiy0z2017xy028y70y386x,3,2022-03-15,2022-03-14,262.8,262.8,0
loan_4639556,8z780ihh7xgiy0z2017xy028y72y3870,5,2022-04-18,2022-04-16,262.8,262.8,0
loan_3490658,8z7805z37ii49900017ii753y5gx1938,6,2022-06-30,NA,570.86,0,0
loan_3490658,8z7805z37ii49900017ii753y5gx1936,4,2022-05-31,NA,571.59,0,0
loan_3490658,8z7805z37ii49900017ii753y5zg1933,1,2022-04-18,2022-04-18,571.59,571.59,0
loan_3490658,8z7805z37ii49900017ii753y5zg1935,3,2022-05-16,NA,571.59,0,0
loan_3490658,8z7805z37ii49900017ii753y5gx1937,5,2022-06-15,NA,571.59,0,0
loan_3490658,8z7805z37ii49900017ii753y5zg1934,2,2022-05-02,2022-05-02,571.59,571.59,0
loan_6812533,8z780xz87h859ii1017h86i97h6g1529,7,2022-03-15,NA,444.6503,0,0
loan_6812533,8z780xz87h859ii1017h86i97h6x152x,12,2022-05-31,NA,454.6075,0,0
loan_6812533,8z780xz87h859ii1017h86i97h681526,4,2022-01-31,NA,362.4523,0,0
loan_6812533,8z780xz87h859ii1017h86i97h681527,5,2022-02-15,NA,424.99139999999994,0,0
loan_6812533,8z780xz87h859ii1017h86i97h681528,6,2022-02-28,NA,444.30719999999997,0,0
loan_6812533,8z780xz87h859ii1017h86i97h6g152z,8,2022-03-31,NA,451.1984,0,0
loan_6812533,8z780xz87h859ii1017h86i97h6g152h,11,2022-05-16,NA,487.4575,0,0
loan_6812533,8z780xz87h859ii1017h86i97h681525,3,2022-01-17,2022-01-07,460.23580000000004,460.23580000000004,64.54
loan_6812533,8z780xz87h859ii1017h86i97h681524,2,2021-12-31,2022-01-07,361.80989999999997,361.80989999999997,257.37
loan_6812533,8z780xz87h859ii1017h86i97h4y1523,1,2021-12-15,2021-12-11,451.6437,451.6437,76.31
loan_6812533,8z780xz87h859ii1017h86i97h6g152g,9,2022-04-18,NA,456.4325,0,0
loan_6812533,8z780xz87h859ii1017h86i97h6g152y,10,2022-05-02,NA,477.3835,0,0
loan_5119297,8z7807gh7ii9gxii017iig30i2iz05h3,5,2022-06-15,NA,333.61,0,0
loan_5119297,8z7807gh7ii9gxii017iig30i2iz05h1,3,2022-05-16,NA,333.61,0,0
loan_5119297,8z7807gh7ii9gxii017iig30i2iz05h2,4,2022-05-31,NA,333.61,0,0
loan_5119297,8z7807gh7ii9gxii017iig30i2iz05yi,1,2022-04-18,2022-04-18,333.61,333.61,0
loan_5119297,8z7807gh7ii9gxii017iig30i2iy05h4,6,2022-06-30,NA,330.89439999999996,0,0
